,CustomerID,first_time_buying,Recency,Frequency,Monetary
149,12532.0,2011-11-09 13:47:00,29,1,349.83000000000004
150,12534.0,2011-08-01 10:26:00,130,1,1089.18
151,12535.0,2011-06-06 12:47:00,91,2,716.35
152,12536.0,2011-10-11 14:52:00,42,3,12601.830000000002
153,12538.0,2011-11-10 17:16:00,28,1,363.95
154,12539.0,2011-01-10 09:11:00,21,4,5568.35
155,12540.0,2010-12-13 09:39:00,19,17,13400.24
156,12541.0,2011-03-04 09:32:00,29,3,981.18
157,12544.0,2011-11-03 16:15:00,35,1,372.7
158,12545.0,2011-03-25 12:04:00,74,2,1000.39
159,12546.0,2011-09-23 09:44:00,46,2,1161.5
160,12547.0,2011-03-04 12:46:00,197,2,207.79999999999998
161,12548.0,2011-06-26 15:35:00,165,1,95.19999999999999
162,12550.0,2011-09-21 14:35:00,78,1,964.83
163,12551.0,2010-12-17 11:23:00,357,1,168.0
164,12552.0,2011-10-31 12:11:00,38,2,437.82
165,12553.0,2011-01-14 10:42:00,7,10,3692.28
166,12556.0,2011-07-11 13:35:00,49,2,603.71
167,12557.0,2010-12-03 12:20:00,15,5,11990.960000000001
168,12558.0,2011-12-02 10:41:00,7,1,269.96
169,12559.0,2011-01-24 10:12:00,310,2,561.71
170,12560.0,2011-07-19 15:55:00,4,3,2134.01
171,12561.0,2011-02-10 11:39:00,302,1,238.85
172,12562.0,2011-05-25 12:44:00,7,7,3781.7400000000002
173,12564.0,2011-03-23 14:55:00,260,1,456.9
174,12565.0,2011-02-24 10:34:00,288,1,145.92
175,12566.0,2011-09-14 14:30:00,85,1,351.65
176,12567.0,2010-12-05 11:57:00,22,10,9401.28
177,12569.0,2011-04-01 13:47:00,1,32,4124.69
178,12571.0,2011-08-10 12:35:00,39,2,519.61
179,12572.0,2011-10-19 08:20:00,8,2,1020.42
180,12573.0,2011-04-26 15:52:00,226,1,160.54000000000002
181,12574.0,2011-01-28 09:20:00,315,1,218.45
182,12576.0,2011-02-08 11:31:00,35,5,1315.83
183,12577.0,2010-12-15 16:21:00,34,3,657.8
184,12578.0,2011-01-13 15:34:00,20,2,2794.51
185,12579.0,2011-09-22 17:15:00,77,1,440.42
186,12580.0,2011-04-07 10:24:00,246,1,415.7
187,12581.0,2011-10-31 08:56:00,39,1,197.71
188,12582.0,2011-02-24 11:42:00,238,2,511.36
189,12583.0,2010-12-01 08:45:00,2,15,7281.38
190,12584.0,2011-03-04 15:15:00,3,9,2338.15
191,12585.0,2010-12-23 12:58:00,233,2,2040.1
192,12586.0,2011-11-22 16:24:00,16,1,196.94000000000003
193,12587.0,2011-12-02 12:47:00,7,1,144.0
194,12588.0,2011-10-31 15:01:00,38,1,214.89999999999998
195,12589.0,2011-07-18 12:05:00,28,2,646.68
196,12590.0,2011-05-12 14:46:00,210,2,9864.26
197,12591.0,2011-01-26 14:35:00,316,1,452.84999999999997
198,12592.0,2011-05-10 13:44:00,91,2,437.6
199,12593.0,2011-05-05 09:29:00,108,3,418.09999999999997
200,12594.0,2011-01-21 09:52:00,37,10,3338.2200000000003
201,12596.0,2011-04-11 13:22:00,50,2,618.27
202,12597.0,2011-03-16 14:00:00,18,4,3811.22
203,12598.0,2011-02-28 11:58:00,9,8,3023.08
204,12599.0,2011-02-08 13:28:00,28,7,1032.58
205,12600.0,2010-12-03 12:57:00,28,10,2599.04
206,12601.0,2011-01-11 10:38:00,189,5,577.0600000000001
207,12602.0,2011-10-12 11:22:00,58,1,153.12
208,12603.0,2011-11-18 10:42:00,21,1,739.1999999999999
209,12604.0,2011-03-23 12:06:00,78,2,254.18
210,12607.0,2011-10-10 16:06:00,59,1,1579.51
211,12609.0,2011-01-25 15:13:00,77,3,1126.85
212,12610.0,2011-08-05 13:52:00,22,5,2099.54
213,12611.0,2011-10-18 13:12:00,51,1,1193.32
214,12612.0,2011-09-26 15:35:00,73,1,704.0400000000001
215,12613.0,2011-03-22 15:42:00,56,5,3344.38
216,12614.0,2011-03-07 10:22:00,277,1,315.6
217,12615.0,2011-06-24 13:35:00,1,4,2291.19
218,12616.0,2011-02-15 14:17:00,94,2,713.3
219,12617.0,2011-11-10 14:39:00,28,1,355.53
220,12618.0,2011-11-18 11:10:00,21,1,177.31
221,12619.0,2011-03-31 13:10:00,15,9,3641.24
222,12620.0,2011-05-19 12:10:00,14,3,1339.41
223,12621.0,2010-12-09 10:16:00,1,20,13689.67
224,12622.0,2011-04-21 16:39:00,231,1,180.1
225,12623.0,2011-03-08 13:50:00,275,1,305.1
226,12624.0,2011-06-15 12:34:00,105,2,641.13
227,12625.0,2011-01-24 13:27:00,211,2,2683.82
228,12626.0,2011-01-17 11:01:00,22,9,6620.48
229,12627.0,2011-07-22 13:59:00,10,7,4478.53
230,12628.0,2011-10-06 09:28:00,3,3,786.46
231,12630.0,2011-10-27 10:41:00,9,2,1270.88
232,12631.0,2011-10-13 13:53:00,56,1,640.5
233,12633.0,2011-02-25 08:44:00,58,4,2163.98
234,12635.0,2011-07-08 08:43:00,89,2,1689.18
235,12637.0,2011-01-20 10:47:00,66,8,6021.9
236,12638.0,2011-11-06 13:11:00,32,1,671.69
237,12639.0,2011-04-15 12:48:00,238,1,486.1
238,12640.0,2011-09-19 12:01:00,23,3,1174.58
239,12641.0,2011-08-16 13:26:00,114,1,185.9
240,12642.0,2011-08-24 09:23:00,24,3,1013.26
241,12643.0,2011-01-11 11:48:00,127,6,3344.64
242,12644.0,2011-08-02 10:33:00,129,1,477.91
243,12645.0,2011-01-27 13:08:00,33,4,1775.18
244,12646.0,2011-10-21 12:52:00,4,2,1346.97
245,12647.0,2010-12-05 14:02:00,21,12,3722.82
246,12648.0,2011-07-08 11:55:00,154,1,318.05
247,12649.0,2011-05-11 14:37:00,106,3,623.51
248,12650.0,2011-12-06 16:34:00,2,1,314.44
249,12651.0,2011-01-09 12:46:00,334,1,114.0
250,12652.0,2011-01-12 15:00:00,330,1,919.98
251,12653.0,2011-02-16 10:53:00,148,2,2209.85
252,12654.0,2011-02-17 13:16:00,10,5,601.98
253,12656.0,2011-04-20 09:20:00,16,5,4051.17
254,12657.0,2011-09-22 11:40:00,10,4,1643.18
255,12658.0,2011-11-21 10:22:00,18,1,686.05
256,12659.0,2011-11-10 11:53:00,29,1,91.68
257,12660.0,2011-11-28 13:26:00,10,1,245.1
258,12662.0,2010-12-01 13:04:00,0,11,3849.78
259,12664.0,2011-01-21 11:42:00,7,9,4881.88
260,12665.0,2011-01-19 08:34:00,324,1,63.0
261,12667.0,2011-10-12 17:00:00,57,1,620.13
262,12668.0,2010-12-19 12:46:00,11,4,3807.15
263,12669.0,2011-03-28 10:15:00,150,3,2744.0299999999997
264,12670.0,2011-04-21 10:16:00,9,5,2996.05
265,12672.0,2011-01-14 09:20:00,329,1,225.89999999999998
266,12673.0,2011-01-17 11:46:00,4,2,610.52
267,12674.0,2011-05-16 09:10:00,38,4,1970.6
268,12676.0,2011-02-01 15:41:00,24,6,1331.39
269,12678.0,2010-12-21 11:00:00,41,12,17628.46
270,12679.0,2011-03-01 12:26:00,58,4,1113.02
271,12680.0,2011-08-18 15:44:00,0,4,880.81
272,12681.0,2010-12-07 10:08:00,14,22,13787.54
273,12682.0,2010-12-03 13:59:00,3,31,12288.22
274,12683.0,2010-12-09 10:37:00,3,15,8476.57
275,12684.0,2011-05-10 12:55:00,7,7,2283.63
276,12685.0,2011-09-07 10:28:00,27,6,2863.08
277,12686.0,2010-12-03 09:51:00,371,1,89.14
278,12688.0,2011-08-18 08:49:00,113,1,4873.8099999999995
279,12689.0,2011-08-04 10:04:00,25,2,1247.61
280,12690.0,2011-05-18 09:09:00,205,1,389.01
281,12691.0,2010-12-17 14:46:00,27,6,1035.8
282,12693.0,2011-01-24 12:58:00,126,4,855.91
283,12694.0,2011-06-09 17:48:00,69,2,869.67
284,12695.0,2011-05-13 13:15:00,6,4,582.1
285,12697.0,2011-06-23 15:44:00,28,3,957.59
286,12700.0,2011-05-08 16:10:00,7,4,4939.99
287,12701.0,2011-04-11 13:02:00,79,2,797.71
288,12702.0,2011-11-20 10:36:00,19,1,219.0
289,12703.0,2011-09-29 17:52:00,70,1,283.55
290,12704.0,2011-06-23 10:20:00,6,8,2340.84
291,12705.0,2010-12-17 15:58:00,14,9,6868.29
292,12707.0,2011-02-21 08:38:00,291,1,603.42
293,12708.0,2010-12-06 10:43:00,29,10,2712.91
294,12709.0,2010-12-08 09:49:00,14,15,9736.52
295,12710.0,2011-05-22 14:05:00,96,3,1149.02
296,12712.0,2010-12-03 14:30:00,28,13,4396.13
297,12713.0,2011-12-09 12:16:00,0,1,848.55
298,12714.0,2011-02-18 10:53:00,8,5,4708.86
299,12715.0,2011-08-25 15:22:00,105,1,353.86
300,12716.0,2011-07-29 13:28:00,3,2,1053.49
301,12717.0,2011-04-08 10:32:00,150,2,1030.98
302,12718.0,2011-09-29 16:38:00,70,1,238.25
303,12719.0,2011-10-05 14:50:00,4,2,644.95
304,12720.0,2010-12-05 15:21:00,2,25,5781.73
305,12721.0,2010-12-20 11:38:00,31,6,2656.13
306,12722.0,2011-07-12 11:55:00,84,4,997.63
307,12723.0,2011-10-05 15:52:00,3,5,725.07
308,12724.0,2011-01-11 15:00:00,4,4,1031.41
309,12725.0,2010-12-03 15:45:00,370,1,427.8
310,12726.0,2010-12-17 12:56:00,27,7,2609.1
311,12727.0,2011-01-23 15:17:00,10,7,3980.7
312,12728.0,2011-01-11 13:31:00,70,4,836.33
313,12729.0,2011-08-18 11:40:00,113,1,453.01
314,12731.0,2010-12-10 10:56:00,23,12,18895.91
315,12732.0,2011-06-13 11:33:00,179,1,236.26000000000002
316,12733.0,2011-04-19 16:19:00,233,1,383.95
317,12734.0,2010-12-22 12:47:00,352,1,110.39999999999999
318,12735.0,2011-01-06 14:26:00,314,2,779.5699999999999
319,12736.0,2011-01-11 07:57:00,332,1,234.0
320,12738.0,2010-12-02 18:27:00,371,1,155.35
321,12739.0,2011-09-01 17:45:00,77,2,1013.04
322,12740.0,2011-10-07 10:44:00,63,1,427.6
323,12743.0,2011-07-28 16:06:00,133,2,546.43
324,12744.0,2011-01-25 13:26:00,51,7,21279.29
325,12747.0,2010-12-05 15:38:00,1,11,4196.01
326,12748.0,2010-12-01 12:48:00,0,209,33719.73
327,12749.0,2011-05-10 15:25:00,3,5,4090.88
328,12750.0,2011-08-03 09:13:00,128,1,275.88
329,12752.0,2011-09-19 13:32:00,80,1,4366.78
330,12753.0,2010-12-12 11:44:00,22,6,21429.39
331,12754.0,2011-02-04 10:31:00,235,3,3010.74
332,12755.0,2010-12-09 10:44:00,280,2,3811.95
333,12756.0,2011-09-14 09:31:00,86,1,112.07999999999998
334,12757.0,2011-05-12 19:01:00,15,13,7857.1
335,12758.0,2011-03-08 12:05:00,116,2,2791.59
336,12759.0,2011-03-09 08:09:00,51,3,1531.44
337,12762.0,2011-11-14 14:23:00,7,2,1898.52
338,12763.0,2010-12-05 15:46:00,137,2,494.08
339,12764.0,2011-01-27 10:19:00,316,1,1693.88
340,12766.0,2010-12-08 13:53:00,3,7,6989.63
341,12769.0,2011-04-15 10:25:00,238,1,1143.6
342,12770.0,2011-05-13 09:33:00,210,1,1351.45
343,12772.0,2011-10-11 09:19:00,59,1,892.47
344,12775.0,2011-02-01 13:45:00,16,5,1386.04
345,12778.0,2011-01-31 14:35:00,19,6,822.23
346,12779.0,2010-12-03 13:40:00,37,8,3981.36
347,12781.0,2011-02-28 08:43:00,63,2,826.74
348,12782.0,2010-12-17 11:30:00,4,5,2330.92
349,12783.0,2011-09-25 15:35:00,1,6,2225.91
350,12784.0,2011-11-24 12:53:00,8,2,574.42
351,12785.0,2010-12-10 13:48:00,363,1,311.95
352,12787.0,2011-05-31 09:36:00,9,3,463.66
353,12789.0,2011-10-05 13:34:00,64,1,91.85
354,12790.0,2011-05-31 14:14:00,191,1,324.92
355,12791.0,2010-12-01 11:27:00,373,1,192.60000000000002
356,12792.0,2011-03-28 11:36:00,256,1,400.53999999999996
357,12793.0,2010-12-03 15:14:00,334,2,545.48
358,12794.0,2011-09-02 12:01:00,52,2,860.41
359,12795.0,2011-11-21 10:27:00,18,1,430.48
360,12797.0,2010-12-09 10:55:00,365,1,254.03
361,12798.0,2011-06-22 10:11:00,9,3,6977.04
362,12802.0,2011-06-06 09:36:00,186,1,427.58
363,12808.0,2010-12-06 10:27:00,36,3,483.65000000000003
364,12809.0,2011-06-15 10:51:00,177,1,489.31
365,12811.0,2011-02-28 15:39:00,260,3,514.85
366,12812.0,2011-10-26 09:54:00,44,1,229.64000000000001
367,12814.0,2011-08-30 12:11:00,101,1,125.92
368,12815.0,2011-05-25 13:34:00,147,2,1063.46
369,12816.0,2011-06-16 13:24:00,95,2,572.2
370,12817.0,2011-03-03 16:28:00,280,1,166.04
371,12818.0,2011-03-23 12:06:00,261,1,1542.08
372,12820.0,2011-01-17 12:34:00,2,4,942.34
373,12821.0,2011-05-09 15:51:00,213,1,92.72
374,12822.0,2011-09-13 13:46:00,70,2,948.88
375,12823.0,2011-02-16 12:15:00,74,5,1759.5
376,12824.0,2011-10-11 12:49:00,59,1,397.12
377,12826.0,2010-12-09 15:21:00,2,7,1474.72
378,12827.0,2011-10-26 15:44:00,5,3,430.15000000000003
379,12828.0,2011-08-01 16:16:00,2,6,1018.71
380,12829.0,2010-12-14 14:54:00,336,2,293.0
381,12830.0,2011-06-21 10:53:00,37,6,6814.64
382,12831.0,2011-03-22 13:02:00,261,1,215.05
383,12832.0,2011-09-02 13:48:00,31,2,383.03
384,12833.0,2011-07-17 13:46:00,144,1,417.38
385,12834.0,2011-03-02 09:49:00,282,1,312.38
386,12836.0,2011-02-01 11:19:00,58,4,2612.86
387,12837.0,2011-06-19 16:07:00,172,1,134.1
388,12838.0,2010-12-01 11:57:00,33,2,683.13
389,12839.0,2010-12-07 15:48:00,2,14,5591.42
390,12840.0,2011-04-27 12:21:00,143,4,2726.77
391,12841.0,2010-12-03 10:43:00,4,25,4022.35
392,12842.0,2011-02-04 12:36:00,69,2,1118.99
393,12843.0,2011-03-20 14:38:00,65,8,1702.26
394,12844.0,2011-08-01 13:11:00,28,2,325.96000000000004
395,12845.0,2011-02-22 14:10:00,266,4,354.09
396,12847.0,2011-11-17 13:16:00,21,1,871.54
397,12849.0,2011-03-16 12:26:00,30,2,1050.8899999999999
398,12851.0,2011-09-04 12:41:00,96,1,135.18
399,12852.0,2011-02-18 08:47:00,294,1,311.55
400,12853.0,2011-01-28 10:28:00,134,6,1957.1000000000001
401,12854.0,2011-01-25 13:35:00,78,3,1324.5
402,12855.0,2010-12-02 09:37:00,372,1,38.1
403,12856.0,2011-10-07 12:38:00,7,6,2179.93
404,12857.0,2011-02-10 12:32:00,210,2,1106.4
405,12863.0,2011-10-18 14:15:00,51,1,521.2
406,12864.0,2011-07-24 13:03:00,137,1,147.12
407,12865.0,2011-08-08 10:11:00,25,2,1568.23
408,12866.0,2011-03-01 14:11:00,282,1,559.12
409,12867.0,2010-12-14 16:39:00,25,7,4036.82
410,12868.0,2010-12-01 12:50:00,185,6,1607.0600000000002
411,12871.0,2011-05-16 13:32:00,83,2,380.64
412,12872.0,2010-12-09 14:44:00,326,2,599.97
413,12873.0,2011-03-02 14:58:00,281,1,374.0
414,12875.0,2010-12-12 12:03:00,142,2,343.2300000000001
415,12876.0,2011-05-27 13:34:00,57,2,2218.02
416,12877.0,2010-12-16 12:23:00,3,12,1535.77
417,12878.0,2011-03-18 14:02:00,235,2,854.99
418,12879.0,2011-09-09 12:11:00,44,3,573.22
419,12881.0,2011-03-09 11:44:00,275,1,298.0
420,12882.0,2011-11-06 11:22:00,8,2,1463.04
421,12883.0,2011-09-11 15:18:00,24,4,703.47
422,12884.0,2011-09-12 13:10:00,87,1,309.05
423,12885.0,2011-08-08 11:45:00,62,3,1175.22
424,12886.0,2011-05-04 11:21:00,67,2,1378.4
425,12888.0,2011-03-29 14:31:00,213,2,354.12
426,12890.0,2011-11-15 17:26:00,23,1,380.46999999999997
427,12891.0,2011-02-20 11:28:00,185,3,331.0
428,12893.0,2011-11-09 12:34:00,30,1,188.14
429,12895.0,2011-09-14 08:35:00,41,2,372.8
430,12897.0,2011-02-11 11:40:00,204,2,216.5
431,12901.0,2011-03-14 10:41:00,8,28,17654.54
432,12902.0,2011-03-20 12:06:00,264,1,138.68
433,12904.0,2011-06-20 13:18:00,17,2,509.58
434,12906.0,2011-09-22 15:03:00,11,5,2919.81
435,12908.0,2011-01-31 12:37:00,175,2,750.0
436,12909.0,2011-03-31 12:51:00,39,5,2178.67
437,12910.0,2011-04-12 10:01:00,22,8,3075.04
438,12912.0,2011-10-30 11:35:00,2,5,1662.3
439,12913.0,2010-12-06 16:36:00,4,5,2483.63
440,12915.0,2010-12-02 12:33:00,148,2,363.65
441,12916.0,2011-01-23 10:43:00,138,4,3006.15
442,12917.0,2011-08-03 16:42:00,127,1,594.0
443,12919.0,2011-06-23 09:22:00,7,6,1335.19
444,12920.0,2011-11-22 15:05:00,16,1,164.23
445,12921.0,2010-12-01 15:06:00,8,37,16587.09
446,12922.0,2011-07-01 15:35:00,160,1,405.38
447,12923.0,2011-10-06 16:20:00,63,1,176.97
448,12924.0,2011-01-16 11:49:00,87,4,933.7
449,12925.0,2011-09-26 11:05:00,4,2,694.05
450,12928.0,2010-12-15 15:45:00,34,5,2062.7000000000003
451,12929.0,2011-02-01 12:08:00,311,1,117.85
452,12930.0,2011-06-21 13:25:00,77,2,415.8
453,12931.0,2010-12-17 09:45:00,21,15,42055.96
454,12933.0,2011-03-01 11:30:00,23,3,607.53
455,12935.0,2011-01-24 13:58:00,1,7,2160.7
456,12936.0,2011-09-22 13:51:00,16,4,1063.9
457,12937.0,2011-03-17 14:19:00,14,4,1504.27
458,12938.0,2011-11-14 11:21:00,25,1,114.14
459,12939.0,2011-01-09 11:20:00,63,8,11581.8
460,12940.0,2011-09-13 10:16:00,54,2,913.54
461,12942.0,2010-12-09 09:34:00,130,3,683.9
462,12944.0,2010-12-20 10:41:00,35,2,604.51
463,12945.0,2011-02-24 14:15:00,287,1,462.95
464,12947.0,2010-12-01 16:21:00,143,6,1603.99
465,12948.0,2011-03-20 10:17:00,15,7,2064.95
466,12949.0,2011-04-01 13:20:00,30,8,4167.22
467,12950.0,2011-11-15 13:48:00,1,3,1843.0
468,12951.0,2011-01-13 10:33:00,8,6,1064.07
469,12952.0,2011-09-22 16:37:00,5,4,1387.79
470,12953.0,2011-11-30 09:24:00,9,1,329.85
471,12955.0,2011-03-17 09:03:00,0,11,4757.16
472,12956.0,2011-02-06 16:08:00,305,1,108.07
473,12957.0,2011-01-04 12:18:00,9,8,4017.54
474,12962.0,2011-08-18 13:38:00,6,2,266.39
475,12963.0,2010-12-09 09:14:00,7,8,1856.63
476,12965.0,2011-09-11 15:31:00,88,1,771.91
477,12966.0,2011-11-30 12:38:00,9,1,160.18
478,12967.0,2010-12-03 09:49:00,357,2,1660.9
479,12968.0,2011-08-19 15:44:00,111,1,135.95
480,12970.0,2011-01-21 14:04:00,6,4,452.24
481,12971.0,2010-12-02 16:42:00,3,86,11189.91
